vehicle_id,vehicle_type,make_id,model_year,vehicle_desc,color,date_stolen,location_id,months,season
1268,Roadbike,636,2020,MTM850A,Grey,08-03-2022,102,2022-03,Autumn
1269,Roadbike,563,2020,CAFE RACER,White,15-11-2021,109,2021-11,Spring
1270,Moped,550,2020,PAL,Black,10-11-2021,102,2021-11,Spring
1271,Roadbike,550,2002,CB,Blue,20-02-2022,104,2022-02,Summer
1272,Roadbike,611,2021,UK,White,23-11-2021,109,2021-11,Spring
1273,Roadbike,512,2021,G310,White,29-12-2021,102,2021-12,Summer
1274,Roadbike,636,2021,YZF-R15,Grey,20-12-2021,103,2021-12,Summer
1275,Moped,627,2021,2X2ADV,White,26-03-2022,109,2022-03,Autumn
1276,Moped,617,2021,ROMA,Black,15-11-2021,109,2021-11,Spring
1277,Roadbike,611,2018,LS650,Orange,11-03-2022,103,2022-03,Autumn
1278,Roadbike,611,2022,GSX150DF,Black,22-03-2022,102,2022-03,Autumn
1279,Roadbike,636,2016,XV250G,Red,21-02-2022,102,2022-02,Summer
1280,Trailer,514,2004,TRAILER 8 X 4,Silver,07-03-2022,102,2022-03,Autumn
1281,Moped,617,2019,MOTORCYCLE,Black,27-02-2022,109,2022-02,Summer
1282,Roadbike,636,2020,YZF-R3A,Blue,02-02-2022,102,2022-02,Summer
1283,Roadbike,601,2020,CONTINENTAL,Black,26-02-2022,102,2022-02,Summer
1284,Moped,590,2020,B-UNO,White,04-12-2021,108,2021-12,Summer
1285,Roadbike,545,2020,STREET,Black,19-11-2021,109,2021-11,Spring
1286,Roadbike,611,1998,DR350,White,12-10-2021,104,2021-10,Spring
1287,Tractor,547,2021,ZX17U-5A,Orange,17-11-2021,101,2021-11,Spring
1288,Roadbike,565,2021,790,Orange,22-02-2022,102,2022-02,Summer
1289,Roadbike,536,2005,MONSTER,Red,15-12-2021,101,2021-12,Summer
1290,Moped,613,2021,CROX,Black,15-11-2021,114,2021-11,Spring
1291,Roadbike,510,2021,TNT,Green,08-12-2021,103,2021-12,Summer
1292,Moped,617,2021,ROMA,Red,02-01-2022,114,2022-01,Summer
1293,Roadbike,510,2021,502C,Red,17-03-2022,102,2022-03,Autumn
1294,Roadbike,561,2019,EN,White,07-02-2022,102,2022-02,Summer
1295,Moped,617,2020,OTTO,Black,09-01-2022,102,2022-01,Summer
1296,Moped,617,2020,ROMA,Black,20-10-2021,109,2021-10,Spring
1297,Roadbike,505,2003,TUONO,Black,16-03-2022,109,2022-03,Autumn
1298,Roadbike,636,2020,MT03LA,Blue,02-03-2022,102,2022-03,Autumn
1299,Roadbike,565,2006,990,Black,18-01-2022,109,2022-01,Summer
1300,Moped,611,2020,UZ50,White,09-11-2021,104,2021-11,Spring
1301,Roadbike,565,2021,500,White,23-02-2022,102,2022-02,Summer
1302,Moped,538,2021,VIVA,Black,20-11-2021,111,2021-11,Spring
1303,Moped,541,2021,CAPRI,Black,12-10-2021,102,2021-10,Spring
1304,Roadbike,505,2021,STX,Red,11-02-2022,109,2022-02,Summer
1305,Roadbike,636,2021,YZF-R3A,Black,20-02-2022,108,2022-02,Summer
1306,Moped,617,2021,ROMA,Black,14-02-2022,109,2022-02,Summer
1307,Moped,593,2021,LIGERO,Orange,22-02-2022,109,2022-02,Summer
1308,Roadbike,601,2021,METEOR,Blue,04-03-2022,102,2022-03,Autumn
1309,Roadbike,611,2022,GSX150DF,Red,03-02-2022,102,2022-02,Summer
1310,Moped,617,2022,ROMA,Red,29-03-2022,114,2022-03,Autumn
1311,Roadbike,505,2020,RX,Red,25-01-2022,103,2022-01,Summer
1312,Roadbike,636,2020,MT03LA,Blue,01-04-2022,102,2022-04,Autumn
1313,Roadbike,636,2020,XP560E,Grey,01-12-2021,102,2021-12,Summer
1314,Moped,611,2020,UZ50,White,20-12-2021,102,2021-12,Summer
1315,Roadbike,636,2020,MT03LA,Black,08-03-2022,102,2022-03,Autumn
1316,Moped,617,2021,ROMA,Black,01-02-2022,109,2022-02,Summer
1317,Roadbike,550,2021,XR,Red,16-01-2022,102,2022-01,Summer
1318,Moped,632,2008,MOPED,Black,12-01-2022,102,2022-01,Summer
1319,Roadbike,565,2021,350,Orange,28-01-2022,102,2022-01,Summer
1320,Roadbike,538,2021,ZNEN,Black,18-12-2021,102,2021-12,Summer
1321,Roadbike,565,2021,1290,Orange,30-03-2022,102,2022-03,Autumn
1322,Moped,593,2021,LIGERO,White,28-01-2022,109,2022-01,Summer
1323,Roadbike,565,2021,390,White,04-12-2021,109,2021-12,Summer
1324,Roadbike,561,2021,EX,Black,11-02-2022,102,2022-02,Summer
1325,Roadbike,565,2022,390,Silver,25-03-2022,102,2022-03,Autumn
1326,Roadbike,561,2010,ZX,Green,10-02-2022,109,2022-02,Summer
1327,Roadbike,611,2007,GSX750F,Black,23-02-2022,109,2022-02,Summer
1328,Moped,617,2020,ROMA,Blue,01-03-2022,104,2022-03,Autumn
1329,Roadbike,636,2020,MT03LA,Black,30-11-2021,102,2021-11,Spring
1330,Roadbike,561,2020,EX,Black,08-10-2021,102,2021-10,Spring
1331,Roadbike,601,2020,CLASSIC,Black,30-01-2022,104,2022-01,Summer
1332,Roadbike,510,2021,502C,Black,20-10-2021,109,2021-10,Spring
1333,Roadbike,611,2020,GSX250FRLL9,Silver,17-02-2022,109,2022-02,Summer
1334,Moped,538,2021,VIVA,Black,18-10-2021,109,2021-10,Spring
1335,Moped,611,2021,UZ50,Brown,11-12-2021,102,2021-12,Summer
1336,Roadbike,611,2011,GSX-R1000,Black,30-12-2021,102,2021-12,Summer
1337,Roadbike,611,2005,GN250,Black,13-02-2022,109,2022-02,Summer
1338,Moped,617,2021,ROMA,Black,13-10-2021,109,2021-10,Spring
1339,Moped,541,2021,F50,Black,15-02-2022,102,2022-02,Summer
1340,Roadbike,565,2022,690,Black,24-03-2022,102,2022-03,Autumn
1341,Saloon,610,1998,LEGACY,Black,20-01-2022,106,2022-01,Summer
1342,Stationwagon,550,1999,ODYSSEY,Gold,02-02-2022,115,2022-02,Summer
1343,Stationwagon,576,1999,CAPELLA,Silver,29-01-2022,109,2022-01,Summer
1344,Stationwagon,576,1999,CAPELLA,Silver,29-01-2022,109,2022-01,Summer
1345,Utility,548,2004,RODEO 4X4,White,07-02-2022,107,2022-02,Summer
1346,Stationwagon,577,2004,ML,Black,20-10-2021,102,2021-10,Spring
1347,Light Van,619,2004,HIACE,White,15-12-2021,103,2021-12,Summer
1348,Saloon,587,2004,MAXIMA,Silver,22-02-2022,101,2022-02,Summer
1349,Saloon,620,1998,GS,Cream,28-01-2022,102,2022-01,Summer
1350,Hatchback,633,1997,GOLF,Silver,04-03-2022,103,2022-03,Autumn
1351,Utility,580,2004,TRITON,Blue,06-03-2022,108,2022-03,Autumn
1352,Utility,619,2004,HILUX,Red,17-12-2021,104,2021-12,Summer
1353,Stationwagon,619,1997,HIACE,White,30-03-2022,102,2022-03,Autumn
1354,Stationwagon,587,1997,TERRANO,Black,30-01-2022,102,2022-01,Summer
1355,Utility,540,2004,COURIER,White,18-12-2021,104,2021-12,Summer
1356,Light Van,619,2004,HIACE,White,28-02-2022,108,2022-02,Summer
1357,Light Van,619,2004,HIACE,White,11-02-2022,102,2022-02,Summer
1358,Utility,540,2004,COURIER,White,23-03-2022,115,2022-03,Autumn
1359,Hatchback,576,1997,FAMILIA,Silver,14-12-2021,106,2021-12,Summer
1360,Utility,619,2004,HILUX,Silver,06-03-2022,107,2022-03,Autumn
1361,Stationwagon,619,1994,HILUX,Red,12-02-2022,104,2022-02,Summer
1362,Hatchback,529,2004,KALOS,Gold,16-11-2021,104,2021-11,Spring
1363,Stationwagon,587,1995,SAFARI,Green,22-11-2021,102,2021-11,Spring
1364,Stationwagon,556,1993,BIGHORN,Green,30-03-2022,114,2022-03,Autumn
1365,Stationwagon,619,1995,HILUX,Blue,01-04-2022,114,2022-04,Autumn
1366,Stationwagon,610,1997,LEGACY,Green,11-01-2022,103,2022-01,Summer
1367,Saloon,540,2004,FALCON,Silver,26-10-2021,104,2021-10,Spring
1368,Utility,540,2004,COURIER,Red,11-02-2022,109,2022-02,Summer
1369,Saloon,619,2004,CAMRY,Black,09-02-2022,104,2022-02,Summer
1370,Stationwagon,610,2004,OUTBACK,White,29-03-2022,114,2022-03,Autumn
1371,Hatchback,619,1997,COROLLA,Red,31-12-2021,115,2021-12,Summer
1372,Convertible,576,1998,MX-5,Gold,02-04-2022,102,2022-04,Autumn
1373,Utility,540,2004,COURIER,White,18-03-2022,102,2022-03,Autumn
1374,Light Van,540,2004,ECONOVAN,White,25-03-2022,102,2022-03,Autumn
1375,Utility,540,2004,COURIER,White,20-10-2021,104,2021-10,Spring
1376,Saloon,587,2004,MAXIMA,Black,16-10-2021,104,2021-10,Spring
1377,Saloon,540,2004,FALCON,Blue,10-11-2021,114,2021-11,Spring
1378,Stationwagon,619,1995,HILUX,Green,23-12-2021,102,2021-12,Summer
1379,Saloon,587,1995,CEFIRO,Blue,01-04-2022,102,2022-04,Autumn
1380,Saloon,619,1996,CORONA,White,28-03-2022,104,2022-03,Autumn
1381,Stationwagon,576,2000,FAMILIA,White,29-03-2022,104,2022-03,Autumn
1382,Stationwagon,550,1996,CRV,Silver,06-02-2022,102,2022-02,Summer
1383,Hatchback,587,1997,PULSAR,White,14-01-2022,102,2022-01,Summer
1384,Saloon,550,2004,ACCORD,Silver,01-03-2022,102,2022-03,Autumn
1385,Saloon,587,1995,SUNNY,White,15-12-2021,105,2021-12,Summer
1386,Saloon,540,2004,MONDEO,Blue,29-10-2021,102,2021-10,Spring
1387,Hatchback,619,2004,ECHO,White,03-12-2021,114,2021-12,Summer
1388,Stationwagon,610,2002,LEGACY,Silver,09-03-2022,102,2022-03,Autumn
1389,Stationwagon,556,2000,WIZARD,Silver,13-11-2021,102,2021-11,Spring
1390,Utility,576,2004,BOUNTY,White,16-03-2022,104,2022-03,Autumn
1391,Stationwagon,619,1996,HILUX,Green,19-12-2021,111,2021-12,Summer
1392,Saloon,540,2004,FALCON,Silver,19-10-2021,104,2021-10,Spring
1393,Saloon,540,2004,FALCON,Green,18-01-2022,104,2022-01,Summer
1394,Saloon,610,2003,IMPREZA,Red,15-12-2021,102,2021-12,Summer
1395,Saloon,580,1996,CARISMA,Grey,31-10-2021,109,2021-10,Spring
1396,Saloon,550,2004,ACCORD,Black,10-03-2022,104,2022-03,Autumn
1397,Stationwagon,610,2002,FORESTER,Silver,12-11-2021,109,2021-11,Spring
1398,Light Van,619,1996,HIACE,White,22-03-2022,102,2022-03,Autumn
1399,Utility,580,2004,TRITON,Silver,28-12-2021,102,2021-12,Summer
1400,Other Truck,619,1992,HILUX,Silver,07-01-2022,101,2022-01,Summer
1401,Stationwagon,610,2000,IMPREZA,Red,16-03-2022,102,2022-03,Autumn
1402,Stationwagon,619,1994,CALDINA,Silver,07-03-2022,107,2022-03,Autumn
1403,Saloon,548,2004,COMMODORE,Grey,10-11-2021,101,2021-11,Spring
1404,Flat Deck Truck,531,1987,DELTA V76HU,White,16-11-2021,107,2021-11,Spring
1405,Stationwagon,540,2004,FALCON,Silver,13-01-2022,102,2022-01,Summer
1406,Utility,619,2004,HILUX,Silver,27-03-2022,109,2022-03,Autumn
1407,Utility,619,2004,HILUX,Red,10-03-2022,105,2022-03,Autumn
1408,Stationwagon,619,1994,HILUX,White,06-03-2022,115,2022-03,Autumn
1409,Stationwagon,619,1996,RAV4,Black,19-02-2022,104,2022-02,Summer
1410,Mobile Home - Light,619,1991,TOWNACE,White,24-01-2022,102,2022-01,Summer
1411,Stationwagon,550,1996,ODYSSEY,Blue,21-10-2021,102,2021-10,Spring
1412,Saloon,540,2004,MONDEO,Gold,24-01-2022,106,2022-01,Summer
1413,Light Van,619,1998,HIACE,White,06-02-2022,108,2022-02,Summer
1414,Light Van,619,1999,HIACE,White,25-01-2022,109,2022-01,Summer
1415,Utility,576,2004,BOUNTY,Blue,13-10-2021,104,2021-10,Spring
1416,Stationwagon,580,2004,CHALLENGER,Blue,05-04-2022,102,2022-04,Autumn
1417,Utility,540,2004,COURIER,Grey,18-02-2022,106,2022-02,Summer
1418,Stationwagon,587,2007,ELGRAND,White,06-02-2022,102,2022-02,Summer
1419,Utility,548,2004,RODEO 4X4,Grey,21-02-2022,101,2022-02,Summer
1420,Saloon,587,1996,SUNNY,Silver,13-10-2021,103,2021-10,Spring
1421,Stationwagon,610,1996,LEGACY,White,02-03-2022,107,2022-03,Autumn
1422,Hatchback,619,1996,COROLLA,Silver,02-03-2022,104,2022-03,Autumn
1423,Saloon,550,1997,ACCORD,Grey,16-03-2022,102,2022-03,Autumn
1424,Saloon,587,1997,PULSAR,White,07-03-2022,105,2022-03,Autumn
1425,Saloon,610,2001,LEGACY,Silver,06-12-2021,114,2021-12,Summer
1426,Hatchback,531,2004,CHARADE,Gold,16-02-2022,111,2022-02,Summer
1427,Stationwagon,587,1996,PULSAR,Blue,31-10-2021,102,2021-10,Spring
1428,Stationwagon,610,1999,IMPREZA,Grey,31-03-2022,115,2022-03,Autumn
1429,Saloon,587,1996,SUNNY,Blue,06-04-2022,102,2022-04,Autumn
1430,Stationwagon,610,1997,IMPREZA,Red,16-12-2021,105,2021-12,Summer
1431,Utility,548,2004,CREWMAN,Blue,22-11-2021,114,2021-11,Spring
1432,Stationwagon,580,2004,PAJERO,Silver,19-10-2021,114,2021-10,Spring
1433,Light Van,619,2004,HIACE,White,25-03-2022,109,2022-03,Autumn
1434,Utility,540,2004,COURIER,White,15-12-2021,102,2021-12,Summer
1435,Utility,576,2004,BOUNTY,Blue,12-12-2021,109,2021-12,Summer
1436,Light Van,619,2004,HIACE,Blue,26-03-2022,109,2022-03,Autumn
1437,Stationwagon,540,2004,TERRITORY,Blue,02-04-2022,108,2022-04,Autumn
1438,Stationwagon,619,1998,LANDCRUISER,Blue,30-03-2022,114,2022-03,Autumn
1439,Stationwagon,619,1994,LANDCRUISER,Silver,04-11-2021,114,2021-11,Spring
1440,Stationwagon,619,1995,HILUX,Green,19-03-2022,111,2022-03,Autumn
1441,Utility,540,1999,COURIER,Red,13-12-2021,104,2021-12,Summer
1442,Saloon,550,1996,CIVIC,White,25-10-2021,115,2021-10,Spring
1443,Utility,540,2005,COURIER,Blue,20-12-2021,104,2021-12,Summer
1444,Sports Car,619,1996,CAVALIER,Red,18-10-2021,105,2021-10,Spring
1445,Saloon,540,2005,FALCON,Silver,31-12-2021,114,2021-12,Summer
1446,Saloon,512,2005,530I,Blue,22-12-2021,109,2021-12,Summer
1447,Stationwagon,550,1998,ODYSSEY,Silver,13-02-2022,114,2022-02,Summer
1448,Utility,576,2005,BOUNTY,White,08-10-2021,102,2021-10,Spring
1449,Utility,576,2005,BOUNTY,White,01-04-2022,109,2022-04,Autumn
1450,Stationwagon,587,1996,TERRANO,Black,11-10-2021,108,2021-10,Spring
1451,Stationwagon,610,1997,FORESTER,Silver,03-04-2022,107,2022-04,Autumn
1452,Stationwagon,619,1996,HILUX,Blue,16-02-2022,114,2022-02,Summer
1453,Saloon,550,1997,CIVIC,Blue,09-03-2022,105,2022-03,Autumn
1454,Utility,540,2005,COURIER,White,28-12-2021,114,2021-12,Summer
1455,Sports Car,619,1997,CELICA,White,05-03-2022,106,2022-03,Autumn
1456,Stationwagon,619,1996,IPSUM,Blue,04-01-2022,102,2022-01,Summer
1457,Stationwagon,555,2004,SANTA FE,Gold,15-03-2022,115,2022-03,Autumn
1458,Hatchback,611,2005,SWIFT,Blue,05-11-2021,105,2021-11,Spring
1459,Hatchback,512,1995,318TI,Blue,16-03-2022,109,2022-03,Autumn
1460,Utility,548,2005,RODEO 4X4,White,13-11-2021,102,2021-11,Spring
1461,Saloon,633,2000,PASSAT,Blue,16-12-2021,103,2021-12,Summer
1462,Saloon,587,2005,MICRA,Blue,15-11-2021,109,2021-11,Spring
1463,Saloon,512,2005,530I,Grey,19-11-2021,102,2021-11,Spring
1464,Utility,619,2005,HILUX,White,18-12-2021,104,2021-12,Summer
1465,Saloon,507,2005,A4,Black,17-12-2021,102,2021-12,Summer
1466,Stationwagon,619,1994,RAV4,Green,05-03-2022,104,2022-03,Autumn
1467,Utility,576,2005,BOUNTY,Red,23-03-2022,115,2022-03,Autumn
1468,Saloon,548,2002,VX COMMODORE,Grey,21-03-2022,107,2022-03,Autumn
1469,Utility,587,2005,NAVARA,White,06-01-2022,104,2022-01,Summer
1470,Utility,576,2005,BOUNTY,Blue,29-01-2022,114,2022-01,Summer
1471,Saloon,576,2002,CAPELLA,White,17-11-2021,104,2021-11,Spring
1472,Saloon,576,2002,CAPELLA,White,17-11-2021,104,2021-11,Spring
1473,Utility,576,2005,BOUNTY,White,04-04-2022,114,2022-04,Autumn
1474,Stationwagon,556,1994,BIGHORN,Blue,10-03-2022,101,2022-03,Autumn
1475,Stationwagon,619,1994,HILUX,Blue,18-01-2022,114,2022-01,Summer
1476,Utility,540,2005,COURIER,Blue,05-04-2022,103,2022-04,Autumn
1477,Saloon,587,1998,SUNNY,White,11-02-2022,114,2022-02,Summer
1478,Utility,540,2005,COURIER,White,16-03-2022,107,2022-03,Autumn
1479,Stationwagon,587,1993,TERRANO,Black,17-10-2021,114,2021-10,Spring
1480,Trailer - Heavy,623,2012,AMED 09,Grey,22-11-2021,102,2021-11,Spring
1481,Stationwagon,540,2005,FALCON,White,30-01-2022,103,2022-01,Summer
1482,Stationwagon,619,1998,COROLLA,Blue,17-11-2021,111,2021-11,Spring
1483,Saloon,548,2005,COMMODORE,Red,09-03-2022,102,2022-03,Autumn
1484,Hatchback,619,1996,RAV4,Green,27-03-2022,104,2022-03,Autumn
1485,Light Van,619,1996,HIACE,White,27-01-2022,108,2022-01,Summer
1486,Stationwagon,619,1998,SPRINTER,Blue,01-02-2022,103,2022-02,Summer
1487,Stationwagon,587,1997,PULSAR,Blue,29-03-2022,103,2022-03,Autumn
1488,Stationwagon,576,1998,FAMILIA,Red,25-01-2022,108,2022-01,Summer
1489,Stationwagon,540,2005,TERRITORY,Black,05-11-2021,102,2021-11,Spring
1490,Utility,540,2005,COURIER,Silver,01-01-2022,109,2022-01,Summer
1491,Stationwagon,610,1998,IMPREZA,Silver,07-02-2022,114,2022-02,Summer
1492,Stationwagon,556,1996,BIGHORN,Grey,18-11-2021,114,2021-11,Spring
1493,Saloon,512,2000,323I,Blue,15-02-2022,114,2022-02,Summer
1494,Utility,548,2005,RODEO 4X2,White,25-11-2021,102,2021-11,Spring
1495,Utility,540,2005,COURIER,Black,03-03-2022,102,2022-03,Autumn
1496,Utility,540,2005,COURIER,Blue,10-12-2021,109,2021-12,Summer
1497,Utility,540,2005,COURIER,Red,23-10-2021,109,2021-10,Spring
1498,Hatchback,576,2005,MAZDA6,Black,04-04-2022,102,2022-04,Autumn
1499,Hatchback,512,1996,318TI,Blue,05-01-2022,111,2022-01,Summer
1500,Stationwagon,610,1997,IMPREZA,Silver,10-03-2022,102,2022-03,Autumn
1501,Other Truck,587,1994,ATLAS,White,25-01-2022,109,2022-01,Summer
1502,Other Truck,556,1994,ELF,White,12-02-2022,102,2022-02,Summer
1503,Light Van,619,1999,HIACE,White,12-02-2022,102,2022-02,Summer
1504,Stationwagon,555,2005,SANTA FE,Blue,12-10-2021,111,2021-10,Spring
1505,Utility,576,2005,BOUNTY,White,10-02-2022,102,2022-02,Summer
1506,Utility,540,2005,COURIER,Grey,08-10-2021,104,2021-10,Spring
1507,Saloon,550,1998,TORNEO,Blue,15-01-2022,105,2022-01,Summer
1508,Utility,540,2005,COURIER,White,13-10-2021,102,2021-10,Spring
1509,Saloon,619,2003,ALTEZZA,Silver,29-01-2022,104,2022-01,Summer
1510,Stationwagon,540,2005,TERRITORY,Black,26-01-2022,102,2022-01,Summer
1511,Light Van,619,1994,HIACE,Brown,20-12-2021,104,2021-12,Summer
1512,Stationwagon,619,1995,LANDCRUISER,Green,24-12-2021,114,2021-12,Summer
1513,Hatchback,540,2005,FOCUS,Red,01-11-2021,107,2021-11,Spring
1514,Saloon,540,2005,MONDEO,Silver,30-03-2022,109,2022-03,Autumn
1515,Saloon,550,1998,ACCORD,White,29-03-2022,102,2022-03,Autumn
1516,Utility,540,2005,COURIER,Green,04-04-2022,102,2022-04,Autumn
1517,Saloon,540,2005,FALCON,Blue,07-11-2021,114,2021-11,Spring
1518,Stationwagon,619,1994,HILUX,Silver,14-11-2021,114,2021-11,Spring
1519,Light Van,619,1998,HIACE,White,08-12-2021,114,2021-12,Summer
1520,Stationwagon,540,2005,TERRITORY,Black,07-12-2021,109,2021-12,Summer
1521,Saloon,548,2005,COMMODORE,Black,07-12-2021,101,2021-12,Summer
1522,Hatchback,540,2005,FOCUS,White,28-12-2021,114,2021-12,Summer
1523,Saloon,512,2005,530I,Green,27-03-2022,109,2022-03,Autumn
1524,Stationwagon,619,1995,HILUX,Blue,18-10-2021,114,2021-10,Spring
1525,Light Van,619,1995,TOWNACE,Silver,27-02-2022,114,2022-02,Summer
1526,Saloon,619,1998,LEVIN,Black,29-12-2021,114,2021-12,Summer
1527,Utility,576,2005,BOUNTY,White,27-03-2022,114,2022-03,Autumn
1528,Saloon,540,2003,FALCON,Red,23-01-2022,104,2022-01,Summer
1529,Stationwagon,540,2005,TERRITORY,Silver,05-03-2022,105,2022-03,Autumn
1530,Stationwagon,540,2005,MONDEO,White,31-01-2022,103,2022-01,Summer
1531,Utility,540,2005,COURIER,White,18-01-2022,103,2022-01,Summer
1532,Stationwagon,611,1994,ESCUDO,Red,07-02-2022,108,2022-02,Summer
1533,Saloon,550,2005,CIVIC,Grey,09-10-2021,101,2021-10,Spring
1534,Sports Car,587,1996,SKYLINE,Black,09-01-2022,102,2022-01,Summer
1535,Light Van,619,1997,HIACE,Silver,25-02-2022,102,2022-02,Summer
1536,Utility,548,2005,UTE,Blue,02-12-2021,102,2021-12,Summer
1537,Utility,540,2005,COURIER,White,02-03-2022,114,2022-03,Autumn
1538,Utility,576,2005,BOUNTY,Black,04-02-2022,104,2022-02,Summer
1539,Stationwagon,576,2000,FAMILIA,White,04-04-2022,103,2022-04,Autumn
1540,Stationwagon,540,2005,TERRITORY,Gold,17-02-2022,103,2022-02,Summer
1541,Utility,540,2005,COURIER,Silver,05-04-2022,114,2022-04,Autumn
1542,Saloon,576,2005,MAZDA6,Silver,31-01-2022,101,2022-01,Summer
1543,Hatchback,592,2005,307,Black,02-04-2022,109,2022-04,Autumn
1544,Saloon,619,1998,CAMRY,Green,02-04-2022,103,2022-04,Autumn
1545,Hatchback,531,2005,SIRION,Blue,03-12-2021,114,2021-12,Summer
1546,Hatchback,587,1998,PULSAR,White,28-10-2021,103,2021-10,Spring
1547,Stationwagon,550,1996,ODYSSEY,Silver,28-01-2022,103,2022-01,Summer
1548,Stationwagon,556,1997,BIGHORN,Green,04-11-2021,114,2021-11,Spring
1549,Saloon,619,1999,SPRINTER,Silver,04-02-2022,114,2022-02,Summer
1550,Saloon,576,1996,FAMILIA,Blue,15-12-2021,105,2021-12,Summer
1551,Utility,540,2005,COURIER,White,16-12-2021,103,2021-12,Summer
1552,Saloon,512,2002,330I,Black,28-01-2022,102,2022-01,Summer
1553,Hatchback,576,2003,ATENZA,Blue,09-03-2022,104,2022-03,Autumn
1554,Stationwagon,619,1996,PRADO,Blue,21-03-2022,107,2022-03,Autumn
1555,Hatchback,548,2005,ASTRA,Blue,04-04-2022,111,2022-04,Autumn
1556,Utility,576,2005,BOUNTY,White,08-10-2021,104,2021-10,Spring
1557,Utility,619,2005,HILUX,Silver,21-10-2021,104,2021-10,Spring
1558,Heavy Van,540,2005,TRANSIT,Blue,28-10-2021,101,2021-10,Spring
1559,Stationwagon,540,2005,TERRITORY,Black,25-03-2022,102,2022-03,Autumn
1560,Saloon,587,1996,PRIMERA,Grey,10-10-2021,103,2021-10,Spring
1561,Trailer,514,2004,744,Silver,25-11-2021,109,2021-11,Spring
1562,Saloon,610,2005,LEGACY,Black,04-04-2022,102,2022-04,Autumn
1563,Hatchback,619,1994,STARLET,Blue,10-01-2022,115,2022-01,Summer
1564,Utility,540,2005,COURIER,White,15-12-2021,102,2021-12,Summer
1565,Hatchback,619,2001,WILL,Silver,14-01-2022,102,2022-01,Summer
1566,Utility,587,2005,NAVARA,White,24-03-2022,109,2022-03,Autumn
1567,Utility,540,2005,COURIER,White,27-03-2022,115,2022-03,Autumn
1568,Saloon,512,2007,525I,White,05-04-2022,102,2022-04,Autumn
1569,Utility,576,2005,BOUNTY,White,30-03-2022,102,2022-03,Autumn
1570,Utility,540,2005,COURIER,Blue,28-03-2022,111,2022-03,Autumn
1571,Saloon,587,1995,CEFIRO,Silver,15-01-2022,114,2022-01,Summer
1572,Mobile Home - Light,586,1943,FGK60,White,19-10-2021,108,2021-10,Spring
1573,Stationwagon,556,1996,BIGHORN,Green,09-10-2021,104,2021-10,Spring
1574,Hatchback,580,2003,COLT,Silver,16-12-2021,109,2021-12,Summer
1575,Stationwagon,587,1996,TERRANO,Brown,10-10-2021,101,2021-10,Spring
1576,Hatchback,548,2004,BARINA,Silver,17-01-2022,103,2022-01,Summer
1577,Stationwagon,587,1997,TERRANO,Blue,20-12-2021,104,2021-12,Summer
1578,Saloon,580,2006,GALANT,Red,13-10-2021,107,2021-10,Spring
1579,Saloon,512,1995,320I,Blue,21-01-2022,111,2022-01,Summer
1580,Stationwagon,611,1998,CULTUS,White,07-02-2022,101,2022-02,Summer
1581,Stationwagon,619,1996,CALDINA,Blue,13-03-2022,109,2022-03,Autumn
1582,Stationwagon,548,2006,COMMODORE,Silver,21-03-2022,102,2022-03,Autumn
1583,Saloon,602,2006,9-3 LINEAR,Silver,07-02-2022,102,2022-02,Summer
1584,Stationwagon,619,1996,EMINA,Silver,06-01-2022,109,2022-01,Summer
1585,Utility,540,2006,COURIER,White,30-12-2021,104,2021-12,Summer
1586,Stationwagon,619,1997,CALDINA,Black,16-12-2021,102,2021-12,Summer
1587,Saloon,576,1998,FAMILIA,Blue,04-04-2022,102,2022-04,Autumn
1588,Saloon,587,1998,LAUREL,White,09-03-2022,102,2022-03,Autumn
1589,Utility,540,2006,COURIER,White,24-03-2022,115,2022-03,Autumn
1590,Stationwagon,587,1994,SAFARI,Green,18-03-2022,102,2022-03,Autumn
1591,Saloon,548,2006,COMMODORE,Silver,11-02-2022,103,2022-02,Summer
1592,Stationwagon,550,1997,CRV,Grey,04-01-2022,104,2022-01,Summer
1593,Stationwagon,587,1998,TERRANO,Silver,09-03-2022,104,2022-03,Autumn
1594,Utility,576,2006,BOUNTY,White,23-11-2021,102,2021-11,Spring
1595,Saloon,587,1998,PULSAR,Silver,09-12-2021,114,2021-12,Summer
1596,Light Van,619,1997,HIACE,White,01-04-2022,102,2022-04,Autumn
1597,Saloon,555,2006,ELANTRA,Silver,19-02-2022,102,2022-02,Summer
1598,Stationwagon,619,1996,LANDCRUISER,Silver,11-02-2022,114,2022-02,Summer
1599,Saloon,587,1996,SKYLINE,Silver,27-02-2022,103,2022-02,Summer
1600,Stationwagon,610,2000,IMPREZA,Blue,03-03-2022,107,2022-03,Autumn
1601,Stationwagon,587,1999,TERRANO,Black,30-01-2022,114,2022-01,Summer
1602,Stationwagon,619,1995,HIACE,Brown,25-01-2022,106,2022-01,Summer
1603,Stationwagon,550,2002,ODYSSEY,Blue,23-12-2021,103,2021-12,Summer
1604,Saloon,548,2006,COMMODORE,Black,27-10-2021,102,2021-10,Spring
1605,Hatchback,619,2006,YARIS,Red,22-02-2022,114,2022-02,Summer
1606,Utility,540,2006,COURIER,White,22-10-2021,109,2021-10,Spring
1607,Stationwagon,610,1996,IMPREZA,Silver,19-02-2022,105,2022-02,Summer
1608,Utility,576,1994,PROCEED,Red,24-10-2021,102,2021-10,Spring
1609,Saloon,540,2006,FALCON,Red,12-12-2021,104,2021-12,Summer
